imdbId,Genre,umap_x,umap_y,cluster_dbscan
1915581,Comedy|Drama,3.8076963,6.2429748,5
1724965,Adventure|Fantasy|Horror,7.0248346,4.5859013,2
87072,Comedy,2.3650281,3.1295135,3
82998,Crime|Drama|Horror,5.5096564,2.966395,2
305357,Action|Adventure|Comedy,5.1606374,5.2247787,2
906665,Action|Western,4.143422,2.2934968,4
1839522,Drama,4.0428514,2.363846,4
425061,Action|Adventure|Comedy,0.4768993,3.3009999,3
311913,Comedy|Romance|Action,5.7672973,3.482313,2
291579,Romance|Thriller,5.2970896,4.9975057,2
66490,Drama,2.892245,1.0487759,4
112955,Comedy,2.9718533,0.86778915,4
107206,Action|Drama|Thriller,5.253395,3.1484113,2
328962,Documentary|Comedy,6.1427317,5.6206646,2
2797190,Mystery,2.2980585,5.288937,1
1907707,Crime|Drama,5.7913723,5.7874975,2
36348,Crime|Mystery|Romance,1.4030306,4.3458767,11
944834,Animation|Adventure|Family,3.9356883,1.2022008,4
94921,Comedy|Romance,0.8863222,4.8711715,3
1772980,Drama|Sci-Fi,3.5941374,0.9679327,4
790706,Documentary|Romance,5.8097763,5.6368036,2
22395,Drama,5.0153723,4.338475,2
3395582,Drama|Mystery|Thriller,3.495799,3.2625425,6
116728,Animation|Family|Musical,3.3490233,3.9220092,2
72856,Action|Comedy|Sci-Fi,1.7309476,2.1991844,3
116920,Drama,3.1135688,3.4114559,6
113987,Biography|Drama|History,7.190273,3.5116215,2
876233,Drama|Romance,2.8897612,3.744297,12
188082,Action|Crime,7.1291394,3.1008577,2
18218,Drama|History|Romance,7.157783,4.0104713,2
110857,Comedy|Crime,1.7109948,1.8570265,3
47026,Biography|Drama|History,4.173772,3.7339458,2
91651,Horror,6.493673,4.812815,2
95333,Thriller,2.0832322,5.7939587,7
1613062,Drama,3.6994948,2.0774696,4
281634,Animation|Adventure|Family,3.1739848,3.4269633,6
1686782,Drama|Romance,0.38506866,4.1134276,3
313911,Action|Adventure|Comedy,3.5248902,5.099314,5
64193,Thriller,0.3285466,4.22514,3
66927,Comedy,0.8194671,3.5232327,3
104107,Drama|Sport,1.8857305,1.8331221,3
986323,Comedy|Drama|Romance,1.6598594,2.816303,3
2180333,Horror|Mystery|Thriller,2.538904,5.8635473,1
1738387,Crime|Mystery|Thriller,4.69439,5.030567,2
1556690,Documentary,2.4008744,3.913211,12
1033575,Comedy|Drama,6.78436,3.501642,2
146990,Drama|Romance,3.9773479,6.2340302,5
86074,Action|Adventure|Fantasy,6.192921,4.521999,2
112403,Comedy,6.0462055,3.7651937,2
100281,Animation|Adventure|Family,6.4714236,2.7383244,2
3178174,Animation|Drama|History,4.968821,4.556667,-1
52733,Crime|Drama|Thriller,0.8634759,3.151974,3
2104852,Drama,4.823849,2.511183,2
465375,Comedy|Drama|Romance,3.3333983,1.1553148,4
1322277,Action|Biography|Drama,5.3954887,4.270428,2
116714,Drama|Romance,3.0538216,0.8416694,4
103873,Comedy|Horror,4.112455,4.555888,2
430308,Biography|Crime|Drama,4.174837,3.745681,2
110649,Comedy|Drama,3.2398107,0.8799942,4
143751,Comedy|Drama,3.4520614,2.8747623,4
72684,Adventure|Drama|History,0.82291067,2.5312982,10
387989,War|Action|Drama,6.5452657,4.1534624,2
281938,Biography|Drama|Sport,0.8213298,4.248701,3
1943765,Drama|Romance,6.0103498,3.1407254,2
1345777,Comedy|Drama|Romance,0.9024323,4.534149,3
61414,Comedy|Romance,5.2745867,3.0790882,2
1990216,Action|Drama,3.1438038,6.290794,-1
116118,Adventure|Drama|Sci-Fi,7.187353,3.5805984,2
1670627,Comedy|Romance,3.7332678,3.7929685,2
